age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week,label
57,Private,158077,13,Married-civ-spouse,Sales,Wife,White,Female,40,0
32,Private,260868,13,Married-civ-spouse,Sales,Husband,Black,Male,40,1
19,Private,208513,9,Never-married,Craft-repair,Other-relative,White,Male,40,0
39,Self-emp-not-inc,122353,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
21,Private,237651,10,Never-married,Other-service,Own-child,White,Male,35,0
18,Private,126125,9,Never-married,Other-service,Own-child,White,Male,20,0
66,Private,78855,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,0
47,Private,121958,4,Married-spouse-absent,Other-service,Unmarried,White,Female,30,0
46,Federal-gov,55237,10,Divorced,Machine-op-inspct,Unmarried,White,Male,40,0
39,Private,339442,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,0
46,Private,102102,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
32,Local-gov,169837,12,Divorced,Exec-managerial,Not-in-family,Black,Female,40,0
24,Private,104146,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,0
69,Self-emp-inc,107850,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
29,Self-emp-not-inc,181466,9,Married-civ-spouse,Sales,Husband,White,Male,35,0
24,State-gov,184216,10,Never-married,Adm-clerical,Own-child,White,Female,40,0
47,Local-gov,191389,9,Divorced,Adm-clerical,Unmarried,White,Female,35,0
24,Private,82777,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,0
24,Private,215443,9,Separated,Other-service,Not-in-family,White,Male,40,0
42,Private,118947,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
61,Federal-gov,60641,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,0
48,Local-gov,177018,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
34,Private,253438,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
35,Private,146091,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
60,Local-gov,255711,13,Widowed,Prof-specialty,Unmarried,White,Female,60,1
21,Private,349041,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
38,Federal-gov,190174,9,Divorced,Prof-specialty,Unmarried,White,Female,40,0
36,Private,195385,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,0
36,Private,415578,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
29,Private,253593,9,Never-married,Craft-repair,Own-child,Black,Male,40,0
33,Private,203488,10,Never-married,Exec-managerial,Own-child,White,Male,45,0
31,Self-emp-inc,41493,13,Never-married,Farming-fishing,Not-in-family,White,Female,45,0
35,Private,334999,9,Married-civ-spouse,Sales,Husband,White,Male,45,0
55,Self-emp-not-inc,319733,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27,Local-gov,162973,11,Never-married,Protective-serv,Not-in-family,White,Male,56,0
25,Private,298225,10,Married-civ-spouse,Transport-moving,Husband,White,Male,35,0
61,Private,146788,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
33,Self-emp-not-inc,203784,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,62,0
18,Self-emp-not-inc,40293,9,Never-married,Farming-fishing,Other-relative,White,Male,40,0
19,Private,138153,10,Never-married,Adm-clerical,Own-child,White,Female,10,0
28,Private,115549,10,Never-married,Machine-op-inspct,Own-child,White,Male,60,0
59,Private,81973,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,1
41,Private,119079,9,Married-civ-spouse,Sales,Husband,White,Male,49,1
36,Private,254202,9,Divorced,Exec-managerial,Unmarried,White,Female,50,0
52,Private,156953,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,1
26,Private,118736,13,Never-married,Prof-specialty,Not-in-family,White,Female,20,0
44,Private,198282,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
28,Private,92262,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
43,Private,151089,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
50,Private,168212,14,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
37,Federal-gov,448337,9,Never-married,Exec-managerial,Unmarried,Black,Female,40,0
53,State-gov,123011,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
45,Private,30457,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
46,Private,145290,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
33,Private,238381,10,Never-married,Craft-repair,Not-in-family,Black,Male,40,1
43,Self-emp-inc,175485,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
28,Private,78870,13,Never-married,Sales,Not-in-family,White,Male,40,1
18,Private,126021,9,Never-married,Craft-repair,Own-child,White,Female,20,0
33,Private,279173,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
21,Private,113106,10,Never-married,Other-service,Own-child,White,Female,30,0
57,Private,329792,4,Divorced,Transport-moving,Unmarried,White,Male,75,0
30,Local-gov,235271,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1
34,Private,167781,9,Married-civ-spouse,Other-service,Husband,White,Male,50,0
55,Private,199763,9,Separated,Protective-serv,Not-in-family,White,Male,81,0
42,Private,201466,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
27,Private,335421,14,Never-married,Exec-managerial,Own-child,White,Female,40,0
34,Private,112820,9,Separated,Handlers-cleaners,Not-in-family,White,Male,40,0
48,Private,395368,10,Divorced,Handlers-cleaners,Other-relative,Black,Male,40,0
50,Private,171924,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,1
25,Private,251915,13,Never-married,Sales,Own-child,White,Female,40,0
41,Private,104892,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
39,Self-emp-not-inc,126569,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
25,Private,69413,10,Never-married,Sales,Own-child,White,Female,40,0
47,Private,176140,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,1
33,Private,124407,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
23,Private,198996,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
54,Private,145714,9,Married-civ-spouse,Tech-support,Husband,White,Male,25,1
26,Private,299810,9,Never-married,Sales,Not-in-family,White,Female,50,0
65,Self-emp-not-inc,139960,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,1
41,Private,104892,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
69,Private,106595,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,0
23,Private,135138,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,40,0
37,Private,19899,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
37,Private,401998,9,Widowed,Machine-op-inspct,Unmarried,White,Female,20,0
54,Self-emp-not-inc,168723,9,Married-civ-spouse,Sales,Husband,White,Male,40,0
28,Local-gov,56340,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
33,Private,83671,9,Never-married,Sales,Own-child,Black,Female,40,0
41,Private,86399,10,Separated,Adm-clerical,Not-in-family,White,Female,38,0
35,Private,283237,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
32,Self-emp-not-inc,420895,13,Married-civ-spouse,Sales,Husband,White,Male,47,0
34,Local-gov,246104,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,0
52,Private,183611,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
48,Private,180446,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0
30,State-gov,23037,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,84,0
57,Private,32365,10,Never-married,Protective-serv,Not-in-family,White,Male,40,0
33,Private,424719,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
68,Private,168794,4,Married-civ-spouse,Other-service,Husband,White,Male,30,0
17,Private,177629,7,Never-married,Sales,Own-child,White,Female,20,0
21,Self-emp-not-inc,304602,11,Never-married,Farming-fishing,Own-child,White,Male,98,0
36,Local-gov,177858,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,40,0
31,State-gov,188900,12,Never-married,Adm-clerical,Not-in-family,White,Female,35,0
34,Self-emp-inc,154120,9,Never-married,Farming-fishing,Own-child,White,Male,55,0
57,Private,225927,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
26,Private,135645,13,Never-married,Sales,Not-in-family,White,Male,40,0
25,Private,177625,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
63,Private,237379,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
47,Private,223342,9,Divorced,Adm-clerical,Unmarried,White,Female,35,0
38,Local-gov,193026,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
57,Self-emp-not-inc,413373,16,Married-civ-spouse,Sales,Husband,White,Male,40,1
34,Private,31740,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
54,Private,240542,10,Divorced,Sales,Unmarried,White,Female,48,0
65,Private,155261,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
32,Private,175052,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
41,Private,142717,10,Divorced,Tech-support,Unmarried,Black,Female,36,0
34,Private,204461,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
40,Private,197344,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,1
31,State-gov,111843,12,Separated,Other-service,Unmarried,Black,Female,40,0
52,Self-emp-not-inc,190333,9,Divorced,Farming-fishing,Not-in-family,White,Male,25,0
43,Private,178976,9,Never-married,Adm-clerical,Unmarried,White,Female,40,0
33,Private,141229,10,Divorced,Other-service,Not-in-family,White,Female,50,0
18,Private,334026,7,Never-married,Craft-repair,Own-child,White,Male,25,0
35,Private,58343,9,Married-civ-spouse,Sales,Husband,White,Male,44,0
40,Private,55191,10,Never-married,Adm-clerical,Not-in-family,Black,Female,40,0
46,Private,190115,10,Married-civ-spouse,Sales,Husband,White,Male,40,1
