age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week,label
55,Self-emp-not-inc,141409,6,Married-civ-spouse,Sales,Husband,White,Male,50,1
37,Local-gov,233825,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1
31,Private,202729,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
40,Private,210648,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,1
53,Private,167651,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
27,Private,183523,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
31,Self-emp-not-inc,182177,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
33,Private,341187,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
45,Private,265097,9,Married-civ-spouse,Other-service,Husband,White,Male,40,1
30,Private,35724,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,1
44,Self-emp-inc,104892,10,Married-civ-spouse,Craft-repair,Husband,White,Male,58,1
31,Private,154227,9,Married-civ-spouse,Craft-repair,Husband,White,Male,43,1
43,Private,258049,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,53,1
27,Private,215504,13,Married-civ-spouse,Sales,Husband,White,Male,55,1
58,Self-emp-not-inc,105592,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
34,Self-emp-not-inc,192259,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1
44,Private,279183,10,Married-civ-spouse,Other-service,Own-child,White,Female,40,1
55,Private,193130,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
35,Private,186934,13,Married-civ-spouse,Sales,Husband,White,Male,50,1
60,Self-emp-inc,181196,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
37,Private,280464,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,80,1
46,Private,165138,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
39,Private,306646,10,Married-civ-spouse,Sales,Husband,White,Male,50,1
38,Private,156728,13,Married-civ-spouse,Sales,Husband,White,Male,40,1
45,Private,126141,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
51,Private,159910,13,Divorced,Exec-managerial,Not-in-family,Black,Male,40,1
31,Private,420749,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
36,Private,214378,9,Divorced,Prof-specialty,Own-child,White,Female,40,1
60,Private,142494,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
54,Private,291755,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
42,Private,310632,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1
